# %ECSV 1.0
# ---
# datatype:
# - {name: PSRJ, datatype: string}
# - {name: RAJ, datatype: string}
# - {name: DECJ, datatype: string}
# - {name: POSEPOCH, datatype: float32}
# - {name: PMRA, datatype: float32}
# - {name: PMDEC, datatype: float32}
# - {name: DM, datatype: float32}
# - {name: F0, datatype: float32}
# - {name: PEPOCH, datatype: float32}
# - {name: F1, datatype: float32}
# - {name: PX, datatype: float32}
# - {name: S1400, datatype: float32}
# - {name: DIST_DM, datatype: float32}
# - {name: DIST_DM1, datatype: float32}
# - {name: TYPE, datatype: string}
# - {name: ASSOC, datatype: string}
# - {name: SURVEY, datatype: string}
# - {name: P0, datatype: float32}
# - {name: P1, datatype: float32}
# - {name: RM, datatype: float32}
# - {name: S400, datatype: float32}
# - {name: S150, datatype: float32}
# - {name: W50, datatype: float32}
# - {name: W10, datatype: float32}
# - {name: SPINDX, datatype: float32}
# - {name: FRACL, datatype: float32}
# - {name: FRACV, datatype: float32}
# - {name: FRACAV, datatype: float32}
# - {name: MAGINC, datatype: float32}
# - {name: IMPANG, datatype: float32}
# - {name: PASWING, datatype: float32}
# - {name: F2, datatype: float32}
# - {name: F3, datatype: float32}
# - {name: NGLT, datatype: float32}
# - {name: DIST_AMX, datatype: float32}
# - {name: DIST_AMN, datatype: float32}
# - {name: S300, datatype: float32}
# - {name: DMEPOCH, datatype: float32}
# - {name: EPHEM, datatype: string}
# - {name: CLK, datatype: string}
# - {name: PSRB, datatype: string}
# - {name: S50, datatype: float32}
# - {name: S600, datatype: float32}
# - {name: TAU_SC, datatype: float32}
# - {name: ELONG, datatype: float32}
# - {name: ELAT, datatype: float32}
# - {name: PMELONG, datatype: float32}
# - {name: PMELAT, datatype: float32}
# - {name: BINARY, datatype: string}
# - {name: A1, datatype: float32}
# - {name: TASC, datatype: float32}
# - {name: EPS1, datatype: float32}
# - {name: EPS2, datatype: float32}
# - {name: FB0, datatype: float32}
# - {name: FB1, datatype: float32}
# - {name: FB2, datatype: float32}
# - {name: UNITS, datatype: string}
# - {name: BINCOMP, datatype: string}
# - {name: S3000, datatype: float32}
# - {name: S4000, datatype: float32}
# - {name: S800, datatype: float32}
# - {name: S2000, datatype: float32}
# - {name: S900, datatype: float32}
# - {name: S1600, datatype: float32}
# - {name: DIST_A, datatype: float32}
# - {name: ECC, datatype: float32}
# - {name: PB, datatype: float32}
# - {name: PBDOT, datatype: float32}
# - {name: OM, datatype: float32}
# - {name: OMDOT, datatype: float32}
# - {name: T0, datatype: float32}
# - {name: M2, datatype: float32}
# - {name: S350, datatype: float32}
# - {name: DM1, datatype: float32}
# - {name: DM2, datatype: float32}
# - {name: S100, datatype: float32}
# - {name: S820, datatype: float32}
# - {name: S200, datatype: float32}
# - {name: S80, datatype: float32}
# - {name: S1284, datatype: float32}
# - {name: P2, datatype: float32}
# - {name: A1DOT, datatype: float32}
# - {name: S60, datatype: float32}
# - {name: S5000, datatype: float32}
# - {name: S40, datatype: float32}
# - {name: A1_2, datatype: float32}
# - {name: PB_2, datatype: float32}
# - {name: TASC_2, datatype: float32}
# - {name: EPS1_2, datatype: float32}
# - {name: EPS2_2, datatype: float32}
# - {name: SINI, datatype: float32}
# - {name: M2_2, datatype: float32}
# - {name: MASS_Q, datatype: float32}
# - {name: S2250, datatype: float32}
# - {name: S8600, datatype: float32}
# - {name: S700, datatype: float32}
# - {name: KOM, datatype: float32}
# - {name: KIN, datatype: float32}
# - {name: STIG, datatype: float32}
# - {name: H3, datatype: float32}
# - {name: H4, datatype: float32}
# - {name: GAMMA, datatype: float32}
# - {name: S1500, datatype: float32}
# - {name: S100G, datatype: float32}
# - {name: S150G, datatype: float32}
# - {name: OM_ASC, datatype: float32}
# - {name: DM3, datatype: float32}
# - {name: A1_3, datatype: float32}
# - {name: ECC_2, datatype: float32}
# - {name: ECC_3, datatype: float32}
# - {name: PB_3, datatype: float32}
# - {name: OM_2, datatype: float32}
# - {name: OM_3, datatype: float32}
# - {name: T0_2, datatype: float32}
# - {name: T0_3, datatype: float32}
# - {name: SINI_2, datatype: float32}
# - {name: SINI_3, datatype: float32}
# - {name: M2_3, datatype: float32}
# - {name: A12DOT, datatype: float32}
# - {name: OM2DOT, datatype: float32}
# - {name: S430, datatype: float32}
# - {name: S1380, datatype: float32}
# - {name: S35, datatype: float32}
# - {name: S64, datatype: float32}
# - {name: S79, datatype: float32}
# - {name: S6000, datatype: float32}
# - {name: FB3, datatype: float32}
# - {name: FB4, datatype: float32}
# - {name: 'WARNING:', datatype: string}
# - {name: FB5, datatype: float32}
# - {name: FB6, datatype: float32}
# - {name: F4, datatype: float32}
# - {name: F5, datatype: float32}
# - {name: S8000, datatype: float32}
# - {name: S9000, datatype: float32}
# - {name: S1283, datatype: float32}
# - {name: PBDOT_2, datatype: float32}
# - {name: PBDOT_3, datatype: float32}
# - {name: DM4, datatype: float32}
# - {name: DM5, datatype: float32}
# - {name: ECCDOT, datatype: float32}
# - {name: DTHETA, datatype: float32}
# - {name: FB7, datatype: float32}
# - {name: FB8, datatype: float32}
# schema: astropy-2.0
PSRJ RAJ DECJ POSEPOCH PMRA PMDEC DM F0 PEPOCH F1 PX S1400 DIST_DM DIST_DM1 TYPE ASSOC SURVEY P0 P1 RM S400 S150 W50 W10 SPINDX FRACL FRACV FRACAV MAGINC IMPANG PASWING F2 F3 NGLT DIST_AMX DIST_AMN S300 DMEPOCH EPHEM CLK PSRB S50 S600 TAU_SC ELONG ELAT PMELONG PMELAT BINARY A1 TASC EPS1 EPS2 FB0 FB1 FB2 UNITS BINCOMP S3000 S4000 S800 S2000 S900 S1600 DIST_A ECC PB PBDOT OM OMDOT T0 M2 S350 DM1 DM2 S100 S820 S200 S80 S1284 P2 A1DOT S60 S5000 S40 A1_2 PB_2 TASC_2 EPS1_2 EPS2_2 SINI M2_2 MASS_Q S2250 S8600 S700 KOM KIN STIG H3 H4 GAMMA S1500 S100G S150G OM_ASC DM3 A1_3 ECC_2 ECC_3 PB_3 OM_2 OM_3 T0_2 T0_3 SINI_2 SINI_3 M2_3 A12DOT OM2DOT S430 S1380 S35 S64 S79 S6000 FB3 FB4 WARNING: FB5 FB6 F4 F5 S8000 S9000 S1283 PBDOT_2 PBDOT_3 DM4 DM5 ECCDOT DTHETA FB7 FB8
J0024-7204E 00:24:11.10528 -72:05:20.1492 51600.0 5.25 -2.55 24.2396 282.7791 51600.0 -7.87728e-15 0.232 "" 2.51 1.035 "" GC:47Tuc(NGC104),XRS pksgc "" "" 26.0 "" "" 0.9 "" "" "" "" "" "" "" "" 2.9e-27 "" "" "" "" "" 59606.0 DE421 UTC(NIST) B0021-72E "" "" "" "" "" "" "" DD 1.9818428 "" "" "" "" "" "" TDB "" "" "" "" "" "" "" 4.52 0.0003159 2.2568483 4.8e-12 218.6 0.09 51001.79 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204F 00:24:03.85547 -72:04:42.8183 51600.0 5.25 -2.55 24.3841 381.15866 51600.0 -9.3711e-15 0.232 "" 2.544 1.042 "" GC:47Tuc(NGC104),XRS pksgc "" "" 26.6 "" "" 0.5 "" "" "" "" "" "" "" "" 6.8e-27 "" "" "" "" "" 59606.0 "" "" B0021-72F "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 4.52 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204G 00:24:07.9603 -72:04:39.7030 51600.0 5.25 -2.55 24.4343 247.50153 51600.0 2.5825e-15 0.232 "" 2.556 1.045 "" GC:47Tuc(NGC104),XRS pksgc "" "" 25.8 "" "" 0.7 "" "" "" "" "" "" "" "" 6e-27 "" "" "" "" "" 59606.0 DE421 UTC(NIST) B0021-72G "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" TDB "" "" "" "" "" "" "" 4.52 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204H 00:24:06.7032 -72:04:06.8067 51600.0 5.25 -2.55 24.375 311.4934 51600.0 1.775e-16 0.232 "" 2.543 1.042 "" GC:47Tuc(NGC104),XRS pksgc "" "" 27.5 "" "" 0.6 "" "" "" "" "" "" "" "" 1.6e-25 "" "" "" "" "" 59606.0 DE421 UTC(NIST) B0021-72H "" "" "" "" "" "" "" DD 2.152813 "" "" "" "" "" "" TDB He[fck+03] "" "" "" "" "" "" 4.52 0.070558 2.357697 -7e-13 110.603 0.06725 51602.188 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204I 00:24:07.9347 -72:04:39.6815 51600.0 5.25 -2.55 24.4303 286.9447 51600.0 3.7771e-15 0.232 "" 2.555 1.044 "" GC:47Tuc(NGC104),XRS pksgc "" "" 26.2 "" "" "" "" "" "" "" "" "" "" "" -3.35e-26 "" "" "" "" "" 59606.0 DE421 UTC(NIST) B0021-72I "" "" "" "" "" "" "" ELL1 0.038446 51600.004 "" "" "" "" "" TDB UL[fck+03] "" "" "" "" "" "" 4.52 "" 0.22979225 -8e-13 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204J 00:23:59.4077 -72:03:58.7908 51600.0 5.25 -2.55 24.5937 476.04684 51600.0 2.219e-15 0.232 0.44 2.594 1.052 "" GC:47Tuc(NGC104),XRS pksgc "" "" 24.0 "" "" 0.209 0.328 "" "" "" "" "" "" "" 2e-26 "" "" "" "" "" 59606.0 DE421 UTC(NIST) B0021-72J "" "" "" "" "" "" "" BTX 0.0404058 "" "" "" 9.591912e-05 -2.1e-21 -1.9e-28 TDB UL[fck+03] 0.1 0.06 12.11 0.2 6.9 0.31 4.52 "" "" "" "" "" 51600.11 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204L 00:24:03.7721 -72:04:56.923 51600.0 5.25 -2.55 24.3986 230.08775 51600.0 6.4611e-15 0.232 "" 2.547 1.043 "" GC:47Tuc(NGC104),XRS pksgc "" "" 26.2 "" "" 0.7 "" "" "" "" "" "" "" "" -1.3e-27 "" "" "" "" "" 59606.0 DE421 UTC(NIST) B0021-72L "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" TDB "" "" "" "" "" "" "" 4.52 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204M 00:23:54.4899 -72:05:30.756 51600.0 5.25 -2.55 24.426 271.98724 51600.0 2.8421e-15 0.232 "" 2.552 1.044 "" GC:47Tuc(NGC104),XRS pksgc "" "" 25.3 "" "" 1.2 "" "" "" "" "" "" "" "" 7e-27 "" "" "" "" "" 59606.0 DE421 UTC(NIST) B0021-72M "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" TDB "" "" "" "" "" "" "" 4.52 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204N 00:24:09.1880 -72:04:28.8907 51600.0 5.25 -2.55 24.5568 327.4443 51600.0 2.3435e-15 0.232 "" 2.585 1.05 "" GC:47Tuc(NGC104),XRS pksgc "" "" 25.9 "" "" "" "" "" "" "" "" "" "" "" -9e-27 "" "" "" "" "" 59606.0 DE421 UTC(NIST) B0021-72N "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" TDB "" "" "" "" "" "" "" 4.52 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204O 00:24:04.65254 -72:04:53.7670 51600.0 5.25 -2.55 24.358 378.30878 51600.0 -4.34352e-15 0.232 "" 2.537 1.041 "" GC:47Tuc(NGC104),XRS pksgc "" "" 25.76 "" "" "" "" "" "" "" "" "" "" "" 4.38e-26 "" "" "" "" "" 59606.0 DE421 UTC(NIST) "" "" "" "" "" "" "" "" BTX 0.0451533 "" "" "" 8.5119565e-05 -7.3e-20 -1e-28 TDB UL[fck+03] "" "" "" "" "" "" 4.52 "" "" "" "" "" 51600.074 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204P 00:24:20 -72:04:10 "" 5.25 -2.55 24.29 274.49747 51000.0 -5e-14 0.232 "" 2.523 1.038 "" GC:47Tuc(NGC104) pksgc "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" BT 0.038008 "" "" "" "" "" "" "" UL[clf+00] "" "" "" "" "" "" 4.52 "" 0.1472489 "" "" "" 52912.547 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204Q 00:24:16.4909 -72:04:25.1644 51600.0 5.25 -2.55 24.2794 247.94324 51600.0 -2.0907e-15 0.232 "" 2.52 1.037 "" GC:47Tuc(NGC104),XRS pksgc "" "" 25.2 "" "" "" "" "" "" "" "" "" "" "" 7e-28 "" "" "" "" "" 59606.0 DE421 UTC(NIST) "" "" "" "" "" "" "" "" ELL1 1.4622043 51600.285 6.2e-05 -5.1e-05 "" "" "" TDB He[rvh+15] "" "" "" "" "" "" 4.52 "" 1.189084 -1e-12 "" "" "" 0.187 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204R 00:24:07.5851 -72:04:50.3954 51600.0 5.25 -2.55 24.361 287.3181 51600.0 -1.22467e-14 0.232 "" 2.538 1.041 "" GC:47Tuc(NGC104),XRS pksgc "" "" 25.7 "" "" "" "" "" "" "" "" "" "" "" -8.5e-27 "" "" "" "" "" 59606.0 DE421 UTC(NIST) "" "" "" "" "" "" "" "" ELL1 0.033363 51600.004 -1e-04 -3e-05 "" "" "" TDB UL[clf+00] "" "" "" "" "" "" 4.52 "" 0.066231474 1.9e-13 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204S 00:24:03.9794 -72:04:42.3530 51600.0 5.25 -2.55 24.38179 353.3062 51600.0 1.50466e-14 0.232 "" 2.543 1.042 "" GC:47Tuc(NGC104),XRS pksgc "" "" 25.8 "" "" "" "" "" "" "" "" "" "" "" -7.8e-27 "" "" "" "" "" 59606.0 DE421 UTC(NIST) "" "" "" "" "" "" "" "" ELL1 0.7662686 51600.625 9.1e-05 0.000387 "" "" "" TDB He[rvh+15] "" "" "" "" "" "" 4.52 "" 1.2017243 -4.9e-12 "" 0.33 "" 0.17 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204T 00:24:08.5491 -72:04:38.932 51600.0 5.25 -2.55 24.421 131.7787 51600.0 -5.1021e-15 0.232 "" 2.553 1.044 "" GC:47Tuc(NGC104),XRS pksgc "" "" 26.0 "" "" "" "" "" "" "" "" "" "" "" -3e-27 "" "" "" "" "" 59606.0 DE421 UTC(NIST) "" "" "" "" "" "" "" "" ELL1 1.338501 51600.57 0.000355 0.000185 "" "" "" TDB He[cpf+15] "" "" "" "" "" "" 4.52 "" 1.1261767 2.5e-12 "" "" "" 0.168 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204U 00:24:09.8366 -72:03:59.6882 51600.0 5.25 -2.55 24.34 230.26477 51600.0 -5.04916e-15 0.232 "" 2.535 1.04 "" GC:47Tuc(NGC104),XRS pksgc "" "" 26.26 "" "" "" "" "" "" "" "" "" "" "" 1.88e-26 "" "" "" "" "" 59606.0 DE421 UTC(NIST) "" "" "" "" "" "" "" "" ELL1 0.5269494 51600.39 -2.9e-05 0.000143 "" "" "" TDB He[egh+01] "" "" "" "" "" "" 4.52 "" 0.42910567 6.6e-13 "" 1.2 "" 0.171 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204V 00:24:05.67 -72:04:52.62 "" 5.25 -2.55 24.105 207.89296 51000.0 "" 0.232 "" 2.48 1.029 "" GC:47Tuc(NGC104) pksgc "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" BTX 0.74191 "" "" "" 5.4560922e-05 -2.34e-18 2.34e-26 "" "" "" "" "" "" "" "" 4.52 "" "" "" "" "" 51803.773 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204W 00:24:06.058 -72:04:49.088 50000.0 5.25 -2.55 24.37 425.1078 50000.0 1.56415e-14 0.232 "" 2.54 1.041 "" GC:47Tuc(NGC104),XRS pksgc "" "" 26.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 59606.0 "" "" "" "" "" "" "" "" "" "" BTX 0.243443 "" "" "" 8.705948e-05 -1.26e-18 4e-26 TDB MS[egc+02] "" "" "" "" "" "" 4.52 "" "" "" "" "" 51585.332 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204X 00:24:22.38565 -72:01:17.4414 54000.0 5.25 -2.55 24.538 209.57669 54000.0 -8.0646e-16 0.232 "" 2.586 1.05 "" GC:47Tuc(NGC104) pksgc "" "" 26.4 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 59606.0 "" "" "" "" "" "" "" "" "" "" ELL1 11.917057 53278.023 4e-07 -2e-07 "" "" "" TDB "" "" "" "" "" "" "" 4.52 "" 10.921184 6e-12 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204Y 00:24:01.4026 -72:04:41.8363 51600.0 5.25 -2.55 24.475 455.23718 51600.0 7.2891e-15 0.232 "" 2.565 1.046 "" GC:47Tuc(NGC104),OPT pksgc "" "" 26.0 "" "" "" "" "" "" "" "" "" "" "" -2.11e-26 "" "" "" "" "" 59606.0 DE421 UTC(NIST) "" "" "" "" "" "" "" "" ELL1 0.6685965 51554.836 -3e-06 0.0 "" "" "" TDB He[cpf+15] "" "" "" "" "" "" 4.52 "" 0.5219386 -8.2e-13 "" "" "" 0.17 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204Z 00:24:06.041 -72:05:01.480 51600.0 5.25 -2.55 24.45 219.56561 51600.0 2.19e-16 0.232 "" 2.559 1.045 "" GC:47Tuc(NGC104),XRS misc "" "" "" "" "" "" "" "" "" "" "" "" "" "" 8e-27 "" "" "" "" "" "" DE421 UTC(NIST) "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" TDB "" "" "" "" "" "" "" 4.52 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204aa 00:24:05.67 -72:04:52.62 "" 5.25 -2.55 24.921 "" 57022.0 "" 0.232 "" 2.675 1.068 "" GC:47Tuc(NGC104),XRS misc 0.00184 "" 28.9 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 59606.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 4.52 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204ab 00:24:08.1615 -72:04:47.602 51600.0 5.25 -2.55 24.3256 269.9318 51600.0 -7.155e-16 0.232 "" 2.53 1.039 "" GC:47Tuc(NGC104),XRS misc "" "" 26.4 "" "" "" "" "" "" "" "" "" "" "" -8e-27 "" "" "" "" "" 59606.0 DE421 UTC(NIST) "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" TDB "" "" "" "" "" "" "" 4.52 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204ac 00:24:05.67 -72:04:52.6 "" 5.25 -2.55 24.46 "" "" "" 0.232 0.152 2.561 1.046 "" GC:47Tuc(NGC104) meerkat_trapum 0.00274 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" BT 0.019 "" "" "" "" "" "" "" UL(?)[rgf+21] "" "" "" "" "" "" 4.52 "" 0.18 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0024-7204ad 00:24:05.67 -72:04:52.6 "" 5.25 -2.55 24.41 "" "" "" 0.232 0.084 2.55 1.043 "" GC:47Tuc(NGC104) meerkat_trapum 0.00374 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" BT 0.68 "" "" "" "" "" "" "" MS(?)[rgf+21] "" "" "" "" "" "" 4.52 "" 0.32 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0026+6320 00:26:50.561 +63:20:00.87 "" "" "" 245.06 3.1411202 56675.0 -1.486e-15 "" 1.0 6.619 45.188 "" "" misc,gbncc "" "" -294.0 "" "" 8.1 48.0 -0.9 "" "" "" "" "" "" "" "" "" "" "" 8.0 "" "" "" "" "" 2.9 0.00034 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 4.7 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J0026-1955 00:26:36 -19:55:59 "" "" "" 20.869 "" 58880.5 "" "" "" 25.0 0.953 "" "" gbncc,mwa_smart 1.30615 "" "" "" "" 85.0 95.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 3.8 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
