#   1                     2                  3          4         5      6    7         8      9    10      11     12      13     14      15     16      17      18      19     20      21     22      23     24      25     26      27
# SOURCE              CEPHEID_ID             L          B        DIST  dDIST AGE      PERIOD  MODE  I1     dI1     I2     dI2     I3     dI3     I4     dI4      W1     dW1     W2     dW2     W3     dW3     W4     dW4    A_Ks   SOURCE"
#   -                     -                (deg)      (deg)      (pc)  (pc) (Myr)      (d)     -   (mag)  (mag)   (mag)  (mag)   (mag)  (mag)   (mag)  (mag)    (mag)  (mag)   (mag)  (mag)   (mag)  (mag)   (mag)  (mag)   (mag)    -
OGLE-IV            OGLE-GD-CEP-0948     308.74548   -1.39960     6252   151   96    5.6512660 F    9.468  0.034   9.486  0.034   0.000  0.000   0.000  0.000    9.437  0.039   9.416  0.032   9.747  0.164   0.000  0.000   0.841  -      
OGLE-IV            OGLE-GD-CEP-0950     308.79036   -1.77049     9583   480  137    3.3170735 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.975  0.084  11.008  0.074   0.000  0.000   0.000  0.000   0.593  -      
OGLE-IV            OGLE-GD-CEP-0946     308.97693    0.22031     4403   128   58   14.1417713 F    7.546  0.082   7.451  0.081   7.198  0.076   7.206  0.075    7.629  0.097   7.434  0.065   7.326  0.100   0.000  0.000   0.920  -      
OGLE-IV            OGLE-GD-CEP-0943     308.98836    1.06957     5311   110   72    9.4583890 F    8.389  0.066   8.318  0.074   8.307  0.061   8.259  0.055    8.287  0.056   8.207  0.064   8.247  0.068   0.000  0.000   0.728  -      
OGLE-IV            OGLE-GD-CEP-0949     309.02697   -0.52030     5230   124   64   11.5784683 F    8.332  0.077   8.265  0.115   8.081  0.078   8.103  0.075    8.354  0.065   8.217  0.116   7.802  0.069   6.530  0.205   1.265  -      
OGLE-IV            OGLE-GD-CEP-0956     309.18041   -2.40969       -1     0  162    1.4157630 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-0952     309.27826   -0.27517     5195   120   62   12.2737156 F    8.270  0.080   8.169  0.081   8.108  0.068   8.098  0.068    8.322  0.078   8.228  0.063   8.396  0.095   0.000  0.000   1.380  -      
OGLE-IV            OGLE-GD-CEP-0954     309.28906   -1.33698     8418   376  108    4.8072107 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.296  0.060  10.263  0.048  10.047  0.229   0.000  0.000   0.729  -      
OGLE-IV            OGLE-GD-CEP-0958     309.40963   -3.14744    18504   859  200    2.9149255 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.403  0.069  12.462  0.081   0.000  0.000   0.000  0.000   0.258  -      
GCVS               XX____Cen            309.46235    4.63756     1734    56   68   10.9526746 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    5.360  0.075   5.207  0.138   5.333  0.067   5.259  0.085   0.104  -      
OGLE-IV            OGLE-GD-CEP-0959     309.82728   -2.45286       -1     0   99    2.9616215 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-0961     309.91724   -2.79240       -1     0   53   18.7703435 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    9.891  0.265   8.157  0.244   4.706  0.123   2.991  0.095   0.000  -      
OGLE-IV            OGLE-GD-CEP-0955     310.22002    2.23201       -1     0   51    5.4727950 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
Hummerich2013      OGLE-GD-CEP-0960     310.41090   -0.80957     6435   195   73    9.2174470 F    9.099  0.201   8.962  0.179   9.049  0.064   9.037  0.054    9.110  0.100   8.991  0.096   0.000  0.000   0.000  0.000   1.413  OGLE   
OGLE-IV            OGLE-GD-CEP-0957     310.45534    2.14476     4612   206  351    0.3192223 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.171  0.087  12.212  0.058   0.000  0.000   0.000  0.000   0.364  -      
OGLE-IV            OGLE-GD-CEP-0963     310.64957   -1.34391    11331   353  114    4.8219297 F   11.221  0.073  11.080  0.061   0.000  0.000   0.000  0.000   11.300  0.091  11.220  0.077   0.000  0.000   0.000  0.000   1.271  -      
GCVS               V381__Cen            310.83954    4.37796     1180    43  106    5.0788564 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    5.643  0.129   5.427  0.094   5.627  0.063   5.542  0.110   0.089  -      
OGLE-IV            OGLE-GD-CEP-0966     310.84053   -2.19676    18374  1037  218    2.5025961 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.738  0.120  12.780  0.107   0.000  0.000   0.000  0.000   0.516  -      
OGLE-IV            OGLE-GD-CEP-0964     310.97155   -0.21549     4752   173   69   10.2587082 F    8.083  0.067   8.029  0.075   7.834  0.068   7.726  0.066   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.752  -      
OGLE-IV            OGLE-GD-CEP-0962     311.03160    0.79778    14039   392   99    4.8107853 1O  11.681  0.050  11.581  0.074  11.523  0.119  11.479  0.111   11.428  0.089  11.483  0.085   0.000  0.000   0.000  0.000   2.271  -      
OGLE-IV            OGLE-GD-CEP-0969     311.37947   -0.83638     7055   174   80    7.9033890 F    9.393  0.053   9.218  0.055   9.116  0.066   9.152  0.063    9.480  0.068   9.334  0.079   9.187  0.139   0.000  0.000   0.969  -      
ASAS               J140742-6315.4       311.38868   -1.64162     3600    76   80    7.7971044 F    7.537  0.047   7.538  0.044   0.000  0.000   0.000  0.000    7.520  0.065   7.520  0.060   7.520  0.044   0.000  0.000   0.303  -      
OGLE-IV            OGLE-GD-CEP-0965     311.50542    0.43622     4076    85   83    4.7444236 1O   8.254  0.054   8.253  0.059   8.118  0.051   8.165  0.049    8.189  0.049   8.082  0.037   7.970  0.146   5.304  0.251   0.757  -      
OGLE-IV            OGLE-GD-CEP-0968     311.57701   -0.05421     4507   118   53   16.4633823 F    7.340  0.083   7.245  0.080   7.159  0.075   7.183  0.073    7.120  0.165   7.303  0.088   7.179  0.078   6.627  0.260   0.898  -      
ASAS               J135905-5847.2       311.61457    2.94035     5384   175   74    5.8196659 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    8.294  0.034   8.278  0.031   8.186  0.045   0.000  0.000   0.279  -      
OGLE-IV            OGLE-GD-CEP-0972     311.71739   -1.90432    12782   640  143    2.5069797 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.465  0.069  11.521  0.061   0.000  0.000   0.000  0.000   0.529  -      
OGLE-IV            OGLE-GD-CEP-0970     311.73174   -0.15436     3444    77   71    9.8319358 F    7.333  0.065   7.346  0.063   7.206  0.064   7.149  0.056    7.338  0.094   7.246  0.069   7.708  0.088   0.000  0.000   0.695  -      
OGLE-IV            OGLE-GD-CEP-0967     311.89560    1.10334     3264    72  104    4.9481834 F    8.076  0.067   8.168  0.091   8.058  0.058   7.992  0.052    8.019  0.040   7.978  0.042   7.710  0.048   6.885  0.262   0.471  -      
GCVS               QY____Cen            311.89634   -0.20951     3090    97   51   17.7542664 F    0.000  0.000   0.000  0.000   6.062  0.068   5.988  0.065    6.099  0.100   6.193  0.089   6.227  0.071   0.000  0.000   0.521  -      
OGLE-IV            OGLE-GD-CEP-0973     312.00187   -1.65261     9701   492  116    4.3280269 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.652  0.111  10.650  0.089   0.000  0.000   0.000  0.000   0.622  -      
OGLE-IV            OGLE-GD-CEP-0979     312.11164   -3.10435    17526   787   98    8.1991965 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.778  0.087  10.814  0.071   0.000  0.000   0.000  0.000   0.170  ASAS-SN
OGLE-IV            OGLE-GD-CEP-0975     312.17568   -2.19252       -1     0  118    1.6329386 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-0971     312.27509   -0.14702     4763   135   53   16.4749884 F    7.513  0.104   7.520  0.196   7.358  0.090   7.279  0.088    7.597  0.106   7.394  0.141   7.901  0.098   0.000  0.000   1.088  -      
OGLE-IV            OGLE-GD-CEP-0974     312.34050   -1.40136     4180   157   61   12.5404759 F    7.372  0.079   7.336  0.078   0.000  0.000   0.000  0.000    7.023  0.091   7.171  0.109   7.087  0.057   7.125  0.300   0.383  -      
OGLE-IV            OGLE-GD-CEP-0977     312.34676   -2.12235    18743   854  146    4.6742412 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.891  0.070  11.919  0.061   0.000  0.000   0.000  0.000   0.481  -      
OGLE-IV            OGLE-GD-CEP-0980     312.64357   -2.62447    55226  5374  129    5.4989614 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   13.389  0.103  13.666  0.233   0.000  0.000   0.000  0.000   0.364  -      
OGLE-IV            OGLE-GD-CEP-0982     312.96543   -2.34927       -1     0   98    2.1420769 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-0978     313.09898   -0.10757     3331    79   77    8.3879592 F    7.415  0.060   7.420  0.063   7.285  0.057   7.226  0.053    7.282  0.073   7.205  0.057   7.180  0.068   4.858  0.219   0.469  -      
OGLE-IV            OGLE-GD-CEP-0976     313.11658    0.57388     5469   129   64   11.6140552 F    8.355  0.080   8.222  0.083   8.126  0.076   8.134  0.073    8.256  0.098   8.125  0.067   8.222  0.109   0.000  0.000   1.001  -      
OGLE-IV            OGLE-GD-CEP-0981     313.32859   -1.28158    15816   534   64   14.9793367 F   10.113  0.077  10.225  0.069   0.000  0.000   0.000  0.000   10.148  0.066  10.159  0.075   0.000  0.000   0.000  0.000   0.981  -      
OGLE-IV            OGLE-GD-CEP-0984     313.44304   -3.00714    18232   863  346    1.1317861 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   13.288  0.115  13.266  0.101   0.000  0.000   0.000  0.000   0.265  -      
OGLE-IV            OGLE-GD-CEP-0983     313.47213   -2.84960       -1     0  141    1.2591616 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
GCVS               V339__Cen            313.47824   -0.54225     1668    43   74    9.4665925 F    0.000  0.000   0.000  0.000   5.493  0.052   5.445  0.047    5.328  0.125   5.311  0.080   5.513  0.037   5.387  0.084   0.138  -      
OGLE-IV            OGLE-GD-CEP-0985     313.50089   -3.20878       -1     0  121    2.1887449 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-0987     313.55935   -3.32212       -1     0  116    2.3332383 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
GCVS               AV____Cir            313.97382   -7.21495      809    28  114    3.0652200 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    5.029  0.106   4.805  0.085   5.015  0.058   4.945  0.069   0.075  -      
OGLE-IV            OGLE-GD-CEP-0989     314.00414   -2.49718       -1     0  152    1.1251678 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-0986     314.22578   -1.44176     4777   182   60   12.8647213 F    7.359  0.081   7.385  0.077   0.000  0.000   0.000  0.000    7.482  0.106   7.611  0.099   7.624  0.063   0.000  0.000   0.401  -      
OGLE-IV            OGLE-GD-CEP-1006     314.38268   -6.55527    30021  1194  188    3.3209076 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.677  0.066  12.710  0.058   0.000  0.000   0.000  0.000   0.079  -      
OGLE-IV            OGLE-GD-CEP-0993     314.38900   -3.13804    16768   737  126    5.2145835 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.318  0.074  11.359  0.081   0.000  0.000   0.000  0.000   0.157  GAIA   
OGLE-IV            OGLE-GD-CEP-0988     314.52228   -1.09112    12627   419   93    6.9990737 F   10.793  0.063  10.659  0.061   0.000  0.000   0.000  0.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.926  -      
GCVS               V1345_Cen            314.76433    2.24442     1800    53  265    0.6312722 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    9.049  0.045   9.052  0.049   9.023  0.072   0.000  0.000   0.133  -      
OGLE-IV            OGLE-GD-CEP-0991     314.97775   -0.91916    13049   330   66   12.7193079 F   10.049  0.072   9.911  0.067   9.879  0.093   9.926  0.086   10.061  0.120  10.026  0.104   9.868  0.177   0.000  0.000   1.010  -      
GCVS               V737__Cen            314.99868   -1.64263      799    30   89    7.0659398 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    4.372  0.107   4.049  0.106   4.304  0.040   4.133  0.041   0.059  -      
GCVS               TX____Cen            315.17711   -0.61733     3054   116   52   17.0979569 F    6.194  0.077   6.301  0.079   5.942  0.082   5.831  0.075    6.092  0.135   6.036  0.170   5.851  0.060   5.580  0.103   0.304  -      
OGLE-IV            OGLE-GD-CEP-0994     315.24937   -1.25400    15730   654  159    3.3319951 F   12.201  0.074  12.012  0.066   0.000  0.000   0.000  0.000   12.277  0.099  12.341  0.141   0.000  0.000   0.000  0.000   0.752  -      
OGLE-IV            OGLE-GD-CEP-0997     315.34138   -1.76497    14937   605  176    2.6849224 F   12.139  0.089  12.172  0.087   0.000  0.000   0.000  0.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.337  -      
ASAS-SN            J141836.53-544202.9  315.39007    6.04867    21647  1284   71   14.4233689 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.559  0.133  10.504  0.120  10.271  0.215   0.000  0.000   0.219  -      
OGLE-IV            OGLE-GD-CEP-0990     315.40422    0.51079    10790   394   29   48.3716646 F    8.181  0.098   8.011  0.087   7.837  0.106   0.000  0.000    8.048  0.175   7.677  0.187   6.364  0.133   3.128  0.279   1.735  -      
OGLE-IV            OGLE-GD-CEP-0998     315.43179   -1.74611       -1     0   92    2.3335072 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1005     315.60523   -3.03845       -1     0  109    2.5520698 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-0992     315.66912    0.52451     6729   188   31   42.1506261 F    7.068  0.087   7.038  0.089   6.836  0.085   6.835  0.082    7.381  0.097   7.250  0.087   7.164  0.061   6.563  0.212   1.394  -      
OGLE-IV            OGLE-GD-CEP-0999     315.68328   -1.30758       -1     0  102    2.8176032 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1001     315.80913   -1.97999       -1     0  109    1.8167833 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
GCVS               AX____Cir            315.82532   -4.01321      497    25  106    5.2732680 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    0.000  0.000   3.349  0.178   3.686  0.059   3.594  0.059   0.038  -      
OGLE-IV            OGLE-GD-CEP-0996     315.87441   -0.44332     2721    70   88    6.7505654 F    7.203  0.068   7.156  0.073   7.092  0.069   7.060  0.063   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.350  -      
OGLE-IV            OGLE-GD-CEP-1000     316.01772   -1.36694       -1     0   91    3.3399848 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-0995     316.08943    0.35103     4258    92   77    8.2664960 F    8.250  0.058   8.106  0.069   7.995  0.054   8.062  0.054    8.272  0.054   8.113  0.068   8.338  0.105   0.000  0.000   1.047  -      
GCVS               BP____Cir            316.25004   -1.60704      818    26  131    2.3981000 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    5.382  0.086   5.196  0.124   5.384  0.053   5.294  0.082   0.064  -      
GCVS               V_____Cen            316.44459    3.30758      706    24  103    5.4940002 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    4.400  0.119   4.165  0.118   4.361  0.040   4.287  0.053   0.044  -      
GCVS               V1210_Cen            316.45192    1.81399     1192   131  116    4.3174795 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    5.801  0.579   5.241  0.232   5.796  0.082   6.288  0.141   0.134  -      
OGLE-IV            OGLE-GD-CEP-1004     316.88200   -0.20780     3719    86   85    6.9798936 F    8.009  0.072   8.053  0.076   7.935  0.065   7.903  0.057    7.962  0.059   7.882  0.074   8.325  0.095   0.000  0.000   0.722  -      
GCVS               R_____TrA            316.97684   -7.75790      613    21  136    3.3892374 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    4.742  0.129   4.541  0.116   4.727  0.044   4.702  0.052   0.033  -      
OGLE-IV            OGLE-GD-CEP-1003     317.36397    1.08532    14134   518  127    4.3347350 F   11.687  0.065   0.000  0.000  11.532  0.119   0.000  0.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.905  -      
OGLE-IV            OGLE-GD-CEP-1002     317.44261    1.28022    16367   840  107    6.4166821 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.229  0.091  11.252  0.081   0.000  0.000   0.000  0.000   0.632  -      
OGLE-IV            OGLE-GD-CEP-1012     317.53136   -1.11904     3873   113   53   15.9675080 F    6.841  0.084   6.809  0.083   0.000  0.000   0.000  0.000    6.453  0.268   6.682  0.139   6.839  0.070   6.506  0.185   0.610  -      
OGLE-IV            OGLE-GD-CEP-1008     317.67653   -0.27526     3426    77   62    8.0554271 1O   7.161  0.034   7.086  0.045   6.945  0.031   6.953  0.027    6.839  0.120   6.909  0.027   7.321  0.106   0.000  0.000   0.790  -      
OGLE-IV            OGLE-GD-CEP-1009     317.73307   -0.32202     3381    69   81    7.5965757 F    7.803  0.046   7.648  0.041   7.581  0.038   7.564  0.030    7.682  0.052   7.597  0.029   7.591  0.044   5.599  0.363   0.756  -      
OGLE-IV            OGLE-GD-CEP-1010     317.77268   -0.37330     3566    92   63   12.0089827 F    7.226  0.120   7.164  0.188   7.143  0.072   7.093  0.066    6.935  0.123   7.073  0.071   7.100  0.065   0.000  0.000   0.842  -      
OGLE-IV            OGLE-GD-CEP-1007     317.90582    0.33123     7703   200   31   41.5815458 F    7.673  0.082   7.586  0.085   7.396  0.079   7.354  0.079    7.747  0.128   7.678  0.156   7.470  0.061   6.869  0.257   1.869  -      
OGLE-IV            OGLE-GD-CEP-1029     318.15063   -5.18862    25279  1511  451    1.1598399 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   13.886  0.121  13.955  0.170   0.000  0.000   0.000  0.000   0.177  -      
OGLE-IV            OGLE-GD-CEP-1011     318.22250    0.44886     4523   106  207    1.3264098 F   10.875  0.060  10.795  0.078  10.697  0.077  10.729  0.063   10.936  0.072  11.040  0.133   0.000  0.000   0.000  0.000   0.883  -      
OGLE-IV            OGLE-GD-CEP-1014     318.34411   -1.55511    17122  1156  182    2.8381565 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.457  0.132  12.540  0.128   0.000  0.000   0.000  0.000   0.643  -      
GCVS               LR____TrA            318.42234   -7.64181     1029    30  128    2.4282890 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    5.837  0.102   5.766  0.080   5.841  0.053   5.783  0.097   0.056  -      
OGLE-IV            OGLE-GD-CEP-1013     318.44436   -0.01066     4163   102   62   12.1981908 F    7.705  0.082   7.757  0.084   7.521  0.076   7.517  0.078    7.687  0.076   7.556  0.070   7.760  0.065   0.000  0.000   1.152  -      
OGLE-IV            OGLE-GD-CEP-1016     318.56916   -1.82951     2582   100  388    0.2812282 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.022  0.062  11.062  0.040  10.481  0.260   0.000  0.000   0.217  -      
OGLE-IV            OGLE-GD-CEP-1015     319.07639   -0.29568     8497   262   31   43.1260523 F    7.243  0.050   7.492  0.061   7.239  0.052   7.143  0.053    7.219  0.149   7.364  0.097   7.471  0.056   6.261  0.620   1.076  -      
OGLE-IV            OGLE-GD-CEP-1018     319.19635   -1.15111     9026   358   31   42.7163315 F    7.556  0.086   7.443  0.087   0.000  0.000   0.000  0.000    7.432  0.090   7.555  0.111   7.250  0.066   6.875  0.296   0.933  -      
OGLE-IV            OGLE-GD-CEP-1024     319.30258   -1.71914       -1     0  154    1.1040043 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
GCVS               EV____Cir            319.78968    0.02279     2764   113   53   16.7015227 F    0.000  0.000   0.000  0.000   5.890  0.083   5.839  0.081   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.357  -      
OGLE-IV            OGLE-GD-CEP-1019     319.84652   -0.13859     3302    90  361    0.2889091 1O  11.817  0.058  11.694  0.052  11.719  0.123  11.737  0.146   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.545  -      
OGLE-IV            OGLE-GD-CEP-1017     319.90813    0.18923     8112   217   72    9.0352103 F    9.457  0.060   9.546  0.074   9.301  0.064   9.220  0.058    9.550  0.045   9.488  0.050   7.740  0.081   5.858  0.327   1.053  -      
OGLE-IV            OGLE-GD-CEP-1021     319.98228    0.02795     4922   117   85    6.6450229 F    8.786  0.066   8.651  0.074   8.589  0.068   8.624  0.063    8.628  0.085   8.558  0.095   9.121  0.298   0.000  0.000   0.790  -      
OGLE-IV            OGLE-GD-CEP-1042     320.19670   -3.54406    20422   909  189    3.2298828 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.442  0.071  12.493  0.075   0.000  0.000   0.000  0.000   0.200  GAIA   
OGLE-IV            OGLE-GD-CEP-1035     320.53695   -2.05822    16889   725   88    8.8070398 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.932  0.064  10.906  0.061   0.000  0.000   0.000  0.000   0.738  -      
GCVS               GS____Lup            320.56258    4.52359     5505   205   29   48.9761295 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    5.880  0.160   5.871  0.142   5.773  0.060   5.652  0.100   0.269  -      
OGLE-IV            OGLE-GD-CEP-1030     320.61251   -1.35308    14574   413  110    5.5270428 F   11.395  0.057  11.269  0.056   0.000  0.000   0.000  0.000   11.224  0.061  11.187  0.060  10.111  0.217   0.000  0.000   0.763  -      
OGLE-IV            OGLE-GD-CEP-1023     320.67866    0.78491    10547   259   93    6.1204833 F   10.725  0.067  10.509  0.067  10.603  0.083  10.615  0.067   10.715  0.072  10.622  0.065   0.000  0.000   0.000  0.000   1.208  -      
OGLE-IV            OGLE-GD-CEP-1038     320.70027   -2.05758       -1     0   60    4.3192863 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1039     320.76661   -2.34341       -1     0   90    3.3723522 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1025     320.90127    0.83513    13481   333  114    4.8717533 F   11.456  0.066  11.393  0.089  11.214  0.083  11.284  0.076   11.400  0.073  11.416  0.073   0.000  0.000   0.000  0.000   0.929  -      
OGLE-IV            OGLE-GD-CEP-1026     321.02093    0.21389     8909   255   34   36.7859119 F    7.854  0.080   7.977  0.086   7.699  0.080   7.581  0.080    7.874  0.076   7.898  0.074   7.763  0.066   0.000  0.000   1.375  -      
OGLE-IV            OGLE-GD-CEP-1050     321.14388   -3.16533       -1     0  120    1.5819748 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1022     321.19625    1.76167    20278  1938  190    3.1640679 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.908  0.138  13.074  0.177   0.000  0.000   0.000  0.000   1.107  -      
OGLE-IV            OGLE-GD-CEP-1028     321.25721   -0.14044     8987   233   70    9.6116047 F    9.819  0.072   9.769  0.070   9.644  0.070   9.677  0.069   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   1.443  -      
OGLE-IV            OGLE-GD-CEP-1027     321.37205    0.20940     6054   138   82    7.0227678 F    9.302  0.069   9.194  0.076   9.059  0.061   9.091  0.060    9.188  0.082   9.065  0.072   9.871  0.236   0.000  0.000   1.075  -      
OGLE-IV            OGLE-GD-CEP-1033     321.46835   -0.49945     9750   289   45   21.8919649 F    8.796  0.100   8.678  0.087   8.578  0.099   8.551  0.096   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   1.268  -      
OGLE-IV            OGLE-GD-CEP-1036     321.48497   -0.71588     7324   193   81    7.0718432 F    9.621  0.254   9.491  0.058   9.414  0.061   9.490  0.064    9.413  0.047   9.392  0.046  10.148  0.279   0.000  0.000   0.847  -      
OGLE-IV            OGLE-GD-CEP-1041     321.49490   -1.38482       -1     0   77    4.2871848 F    0.000  0.000  11.760  0.067   0.000  0.000   0.000  0.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1034     321.53589   -0.44941     9668   257   49   18.6585614 F    8.931  0.066   8.966  0.062   8.740  0.082   8.765  0.079    8.994  0.130   9.008  0.123   8.692  0.111   6.667  0.219   1.257  -      
